ジャンルID,パス名,商品属性定義書,商品属性定義詳細グループ,項目名（日本語）,必須/任意,入力方式,推奨値・選択肢の有無,入力フォーマット,最大文字数,日付形式,単位有無,楽天推奨単位,楽天推奨単位一覧,複数値可不可,区切り入力最大数,最小値,最大値,商品ページ内同一値登録対象,並び順
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,素材,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,7
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,キャスター付き,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,8
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,シリーズ名,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,9
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,金属の種類,ナビゲーション用任意,記述式,あり,STRING,500,-,-,-,-,不可,-,-,-,-,10
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,組立状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,11
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,本体奥行,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,12
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,本体横幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,13
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,本体高さ,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,14
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,イス・チェア・ソファの張り地の種類,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,15
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,折りたたみ機能,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,16
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,回転式,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,17
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,フットレスト付き,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,18
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,収納付き,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,19
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,腰痛対策,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,20
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,21
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,中古状態,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,22
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,販売形態（並行輸入品）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,23
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,販売形態（訳あり）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,24
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,カラー,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,5,-,-,-,25
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,樹種,商品ページ用任意,記述式,あり,STRING,500,-,-,-,-,不可,-,-,-,-,26
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,重量,商品ページ用任意,記述式,なし,NUMBER,-,-,有-記述式,kg,kg,不可,-,0,999999999,-,27
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,耐荷重,商品ページ用任意,記述式,なし,NUMBER,-,-,有-記述式,kg,kg,不可,-,0,999999999,-,28
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,必要工具,商品ページ用任意,記述式,なし,STRING,500,-,-,-,-,不可,-,-,-,-,29
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,ブランド名（カナ）,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,3,-,-,-,30
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,シリーズ名（カナ）,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,31
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,リクライニング有無,商品ページ用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,32
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,配送サービス,商品ページ用任意,記述式,あり,STRING,50,-,-,-,-,可,3,-,-,-,33
400412,インテリア・寝具・収納 >> イス・チェア >> スタッキングチェア,家具,イス・チェア,サイズ情報,商品ページ用任意,記述式,なし,STRING,500,-,-,-,-,不可,-,-,-,-,34
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,ブランド名,必須,記述式,あり,STRING,100,-,-,-,-,可,3,-,-,-,1
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,メーカー型番,必須,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,2
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,原産国／製造国,必須,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,3
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,代表カラー,必須,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,4
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,アームレスト付き,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,5
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,インテリアのテイスト,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,6
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,素材,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,7
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,キャスター付き,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,8
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,シリーズ名,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,9
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,金属の種類,ナビゲーション用任意,記述式,あり,STRING,500,-,-,-,-,不可,-,-,-,-,10
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,組立状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,11
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,本体奥行,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,12
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,本体横幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,13
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,本体高さ,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,14
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,イス・チェア・ソファの張り地の種類,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,15
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,折りたたみ機能,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,16
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,回転式,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,17
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,フットレスト付き,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,18
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,収納付き,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,19
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,腰痛対策,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,20
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,21
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,中古状態,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,22
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,販売形態（並行輸入品）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,23
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,販売形態（訳あり）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,24
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,カラー,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,5,-,-,-,25
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,樹種,商品ページ用任意,記述式,あり,STRING,500,-,-,-,-,不可,-,-,-,-,26
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,重量,商品ページ用任意,記述式,なし,NUMBER,-,-,有-記述式,kg,kg,不可,-,0,999999999,-,27
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,耐荷重,商品ページ用任意,記述式,なし,NUMBER,-,-,有-記述式,kg,kg,不可,-,0,999999999,-,28
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,必要工具,商品ページ用任意,記述式,なし,STRING,500,-,-,-,-,不可,-,-,-,-,29
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,ブランド名（カナ）,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,3,-,-,-,30
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,シリーズ名（カナ）,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,31
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,リクライニング有無,商品ページ用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,32
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,配送サービス,商品ページ用任意,記述式,あり,STRING,50,-,-,-,-,可,3,-,-,-,33
215515,インテリア・寝具・収納 >> イス・チェア >> スツール,家具,イス・チェア,サイズ情報,商品ページ用任意,記述式,なし,STRING,500,-,-,-,-,不可,-,-,-,-,34
112814,インテリア・寝具・収納 >> イス・チェア >> その他,家具,イス・チェア,ブランド名,必須,記述式,あり,STRING,100,-,-,-,-,可,3,-,-,-,1
